iShares S&P Small-Cap 600 Value ETF
Fund Holdings as of,"Apr 08, 2026"
Inception Date,"Jul 24, 2000"
Shares Outstanding,"60,050,000.00"
Stock,"-"
Bond,"-"
Cash,"-"
Other,"-"
 
Ticker,Name,Type,Sector,Asset Class,Market Value,Notional Value,Quantity,Price,Location,Exchange,Currency,FX Rate,Market Currency,Accrual Date,Notional Weight,Market Weight
"WU","WESTERN UNION","SWAP","Financials","Equity","0.00","9,472,494.75","1,067,925.00","8.87","United States","NYSE","USD","1.00","USD","-","0.13","-"
"QDEL","QUIDELORTHO CORP","EQUITY","Health Care","Equity","9,423,408.60","9,423,408.60","615,105.00","15.32","United States","NASDAQ","USD","1.00","USD","-","0.13","0.13"
"TDC","TERADATA CORP","EQUITY","Information Technology","Equity","9,385,948.40","9,385,948.40","365,212.00","25.70","United States","NYSE","USD","1.00","USD","-","0.13","0.13"
"MLKN","MILLERKNOLL INC","EQUITY","Industrials","Equity","9,340,757.76","9,340,757.76","621,888.00","15.02","United States","NASDAQ","USD","1.00","USD","-","0.13","0.13"
"DRH","DIAMONDROCK HOSPITALITY","EQUITY","Real Estate","Equity","9,238,679.36","9,238,679.36","946,586.00","9.76","United States","NASDAQ","USD","1.00","USD","-","0.13","0.13"
"FUN","SIX FLAGS ENTERTAINMENT CORP","EQUITY","Consumer Discretionary","Equity","9,220,301.58","9,220,301.58","508,566.00","18.13","United States","NYSE","USD","1.00","USD","-","0.12","0.13"
"HWKN","HAWKINS INC","EQUITY","Materials","Equity","9,179,516.89","9,179,516.89","62,399.00","147.11","United States","NASDAQ","USD","1.00","USD","-","0.12","0.13"
"EPC","EDGEWELL PERSONAL CARE","EQUITY","Consumer Staples","Equity","9,177,919.52","9,177,919.52","425,692.00","21.56","United States","NYSE","USD","1.00","USD","-","0.12","0.13"
"KN","KNOWLES CORP","EQUITY","Information Technology","Equity","9,081,781.80","9,081,781.80","332,666.00","27.30","United States","NYSE","USD","1.00","USD","-","0.12","0.12"
"SAH","SONIC AUTOMOTIVE INC CLASS A","EQUITY","Consumer Discretionary","Equity","8,916,011.08","8,916,011.08","135,173.00","65.96","United States","NYSE","USD","1.00","USD","-","0.12","0.12"
"UTL","UNITIL CORP","EQUITY","Utilities","Equity","8,851,771.22","8,851,771.22","163,861.00","54.02","United States","NYSE","USD","1.00","USD","-","0.12","0.12"
"DEA","EASTERLY GOVERNMENT PROPERTIES INC","EQUITY","Real Estate","Equity","8,830,939.20","8,830,939.20","398,688.00","22.15","United States","NYSE","USD","1.00","USD","-","0.12","0.12"
"EIG","EMPLOYERS HOLDINGS INC","EQUITY","Financials","Equity","8,752,407.35","8,752,407.35","205,697.00","42.55","United States","NYSE","USD","1.00","USD","-","0.12","0.12"
"CNS","COHEN & STEERS INC","EQUITY","Financials","Equity","8,659,280.70","8,659,280.70","135,513.00","63.90","United States","NYSE","USD","1.00","USD","-","0.12","0.12"
"STEL","STELLAR BANCORP INC","EQUITY","Financials","Equity","8,618,948.30","8,618,948.30","231,071.00","37.30","United States","NYSE","USD","1.00","USD","-","0.12","0.12"
"UPBD","UPBOUND GROUP INC","EQUITY","Consumer Discretionary","Equity","8,603,140.44","8,603,140.44","474,787.00","18.12","United States","NASDAQ","USD","1.00","USD","-","0.12","0.12"
"ALRM","ALARM.COM HOLDINGS INC","EQUITY","Information Technology","Equity","8,529,712.16","8,529,712.16","190,864.00","44.69","United States","NASDAQ","USD","1.00","USD","-","0.12","0.12"
"SNCY","SUN COUNTRY AIRLINES HOLDINGS INC","EQUITY","Industrials","Equity","8,511,728.68","8,511,728.68","486,941.00","17.48","United States","NASDAQ","USD","1.00","USD","-","0.12","0.12"
"NSP","INSPERITY INC","EQUITY","Industrials","Equity","8,447,375.06","8,447,375.06","324,151.00","26.06","United States","NYSE","USD","1.00","USD","-","0.11","0.12"
"WOR","WORTHINGTON ENTERPRISES INC","EQUITY","Industrials","Equity","8,410,043.04","8,410,043.04","153,552.00","54.77","United States","NYSE","USD","1.00","USD","-","0.11","0.11"
"SUPN","SUPERNUS PHARMACEUTICALS INC","EQUITY","Health Care","Equity","8,357,413.74","8,357,413.74","161,934.00","51.61","United States","NASDAQ","USD","1.00","USD","-","0.11","0.11"
"VSTS","VESTIS CORP","EQUITY","Industrials","Equity","8,337,153.60","8,337,153.60","1,021,710.00","8.16","United States","NYSE","USD","1.00","USD","-","0.11","0.11"
"GTY","GETTY REALTY REIT CORP","EQUITY","Real Estate","Equity","8,309,677.35","8,309,677.35","250,669.00","33.15","United States","NYSE","USD","1.00","USD","-","0.11","0.11"
"AAT","AMERICAN ASSETS TRUST REIT INC","EQUITY","Real Estate","Equity","8,280,979.20","8,280,979.20","431,301.00","19.20","United States","NYSE","USD","1.00","USD","Jan 01, 1970","0.11","0.11"
"WGO","WINNEBAGO INDUSTRIES INC","EQUITY","Consumer Discretionary","Equity","8,277,847.20","8,277,847.20","257,076.00","32.20","United States","NYSE","USD","1.00","USD","-","0.11","0.11"
"CFFN","CAPITOL FEDERAL FINANCIAL INC","EQUITY","Financials","Equity","8,248,123.94","8,248,123.94","1,088,143.00","7.58","United States","NASDAQ","USD","1.00","USD","Jan 01, 1970","0.11","0.11"
"SBSI","SOUTHSIDE BANCSHARES INC","EQUITY","Financials","Equity","8,243,670.00","8,243,670.00","252,100.00","32.70","United States","NYSE","USD","1.00","USD","-","0.11","0.11"
"SCHL","SCHOLASTIC CORP","EQUITY","Communication","Equity","8,214,036.09","8,214,036.09","208,531.00","39.39","United States","NASDAQ","USD","1.00","USD","-","0.11","0.11"
"SRPT","SAREPTA THERAPEUTICS INC","EQUITY","Health Care","Equity","8,154,224.10","8,154,224.10","372,339.00","21.90","United States","NASDAQ","USD","1.00","USD","-","0.11","0.11"
"GRBK","GREEN BRICK PARTNERS INC","EQUITY","Consumer Discretionary","Equity","8,150,141.73","8,150,141.73","119,451.00","68.23","United States","NYSE","USD","1.00","USD","-","0.11","0.11"
"MXL","MAXLINEAR INC","EQUITY","Information Technology","Equity","8,075,510.52","8,075,510.52","421,918.00","19.14","United States","NASDAQ","USD","1.00","USD","-","0.11","0.11"
"NX","QUANEX BUILDING PRODUCTS CORP","EQUITY","Industrials","Equity","8,062,394.57","8,062,394.57","418,391.00","19.27","United States","NYSE","USD","1.00","USD","-","0.11","0.11"
"PRSU","PURSUIT ATTRACTIONS AND HOSPITALIT","EQUITY","Consumer Discretionary","Equity","8,048,803.57","8,048,803.57","195,787.00","41.11","United States","NYSE","USD","1.00","USD","-","0.11","0.11"
"FTRE","FORTREA HOLDINGS INC","EQUITY","Health Care","Equity","8,027,500.59","8,027,500.59","833,593.00","9.63","United States","NASDAQ","USD","1.00","USD","-","0.11","0.11"
"VYX","NCR VOYIX CORP","EQUITY","Information Technology","Equity","7,985,719.11","7,985,719.11","1,261,567.00","6.33","United States","NYSE","USD","1.00","USD","-","0.11","0.11"
"CPF","CENTRAL PACIFIC FINANCIAL CORP","EQUITY","Financials","Equity","7,985,039.27","7,985,039.27","239,863.00","33.29","United States","NYSE","USD","1.00","USD","-","0.11","0.11"
"XNCR","XENCOR INC","EQUITY","Health Care","Equity","7,969,127.25","7,969,127.25","650,541.00","12.25","United States","NASDAQ","USD","1.00","USD","-","0.11","0.11"
"HMN","HORACE MANN EDUCATORS CORP","EQUITY","Financials","Equity","7,928,229.80","7,928,229.80","177,763.00","44.60","United States","NYSE","USD","1.00","USD","-","0.11","0.11"
"BANF","BANCFIRST CORP","EQUITY","Financials","Equity","7,911,782.76","7,911,782.76","70,084.00","112.89","United States","NASDAQ","USD","1.00","USD","-","0.11","0.11"
"AMRX","AMNEAL PHARMACEUTICALS INC CLASS A","EQUITY","Health Care","Equity","7,861,173.13","7,861,173.13","618,503.00","12.71","United States","NASDAQ","USD","1.00","USD","-","0.11","0.11"
"AESI","ATLAS ENERGY SOLUTIONS INC","EQUITY","Energy","Equity","7,854,110.32","7,854,110.32","693,826.00","11.32","United States","NYSE","USD","1.00","USD","-","0.11","0.11"
"VRTS","VIRTUS INVESTMENT PARTNERS INC","EQUITY","Financials","Equity","7,843,311.46","7,843,311.46","57,833.00","135.62","United States","NYSE","USD","1.00","USD","-","0.11","0.11"
"VRE","VERIS RESIDENTIAL INC","EQUITY","Real Estate","Equity","7,698,472.32","7,698,472.32","406,896.00","18.92","United States","NYSE","USD","1.00","USD","-","0.10","0.10"
"SPSC","SPS COMMERCE INC","EQUITY","Information Technology","Equity","7,633,888.44","7,633,888.44","137,399.00","55.56","United States","NASDAQ","USD","1.00","USD","-","0.10","0.10"
"CTS","CTS CORP","EQUITY","Information Technology","Equity","7,578,588.60","7,578,588.60","148,164.00","51.15","United States","NYSE","USD","1.00","USD","-","0.10","0.10"
"MATW","MATTHEWS INTERNATIONAL CORP CLASS","EQUITY","Consumer Discretionary","Equity","7,483,951.20","7,483,951.20","283,483.00","26.40","United States","NASDAQ","USD","1.00","USD","-","0.10","0.10"
"MRTN","MARTEN TRANSPORT LTD","EQUITY","Industrials","Equity","7,455,470.54","7,455,470.54","527,261.00","14.14","United States","NASDAQ","USD","1.00","USD","-","0.10","0.10"
"HAFC","HANMI FINANCIAL CORP","EQUITY","Financials","Equity","7,446,809.97","7,446,809.97","269,519.00","27.63","United States","NASDAQ","USD","1.00","USD","-","0.10","0.10"
"LGIH","LGI HOMES INC","EQUITY","Consumer Discretionary","Equity","7,204,114.10","7,204,114.10","184,958.00","38.95","United States","NASDAQ","USD","1.00","USD","-","0.10","0.10"
"LKFN","LAKELAND FINANCIAL CORP","EQUITY","Financials","Equity","7,175,827.62","7,175,827.62","119,418.00","60.09","United States","NASDAQ","USD","1.00","USD","-","0.10","0.10"
"PLUS","EPLUS","EQUITY","Information Technology","Equity","7,160,374.62","7,160,374.62","88,106.00","81.27","United States","NASDAQ","USD","1.00","USD","-","0.10","0.10"
"PRDO","PERDOCEO EDUCATION CORP","EQUITY","Consumer Discretionary","Equity","7,129,155.42","7,129,155.42","194,202.00","36.71","United States","NASDAQ","USD","1.00","USD","-","0.10","0.10"
"CLB","CORE LABORATORIES INC","EQUITY","Energy","Equity","7,106,659.00","7,106,659.00","424,025.00","16.76","United States","NYSE","USD","1.00","USD","-","0.10","0.10"
"XHR","XENIA HOTELS RESORTS REIT INC","EQUITY","Real Estate","Equity","7,076,779.38","7,076,779.38","466,191.00","15.18","United States","NYSE","USD","1.00","USD","-","0.10","0.10"
"EXTR","EXTREME NETWORKS INC","EQUITY","Information Technology","Equity","7,060,960.50","7,060,960.50","427,937.00","16.50","United States","NASDAQ","USD","1.00","USD","-","0.10","0.10"
"TNC","TENNANT","EQUITY","Industrials","Equity","7,037,975.18","7,037,975.18","94,078.00","74.81","United States","NYSE","USD","1.00","USD","-","0.10","0.10"
"SMP","STANDARD MOTOR PRODUCTS INC","EQUITY","Consumer Discretionary","Equity","6,961,210.58","6,961,210.58","190,301.00","36.58","United States","NYSE","USD","1.00","USD","-","0.09","0.09"
"EPAC","ENERPAC TOOL GROUP CORP CLASS A","EQUITY","Industrials","Equity","6,957,057.03","6,957,057.03","192,237.00","36.19","United States","NYSE","USD","1.00","USD","-","0.09","0.09"
"PBI","PITNEY BOWES INC","EQUITY","Industrials","Equity","6,920,155.82","6,920,155.82","627,394.00","11.03","United States","NYSE","USD","1.00","USD","-","0.09","0.09"
"APOG","APOGEE ENTERPRISES INC","EQUITY","Industrials","Equity","6,869,371.32","6,869,371.32","195,876.00","35.07","United States","NASDAQ","USD","1.00","USD","-","0.09","0.09"
"SCSC","SCANSOURCE INC","EQUITY","Information Technology","Equity","6,867,006.48","6,867,006.48","179,953.00","38.16","United States","NASDAQ","USD","1.00","USD","-","0.09","0.09"
"JBSS","JOHN B SANFILIPPO AND SON INC","EQUITY","Consumer Staples","Equity","6,859,149.90","6,859,149.90","82,770.00","82.87","United States","NASDAQ","USD","1.00","USD","-","0.09","0.09"
"WABC","WESTAMERICA BANCORPORATION","EQUITY","Financials","Equity","6,779,839.80","6,779,839.80","126,254.00","53.70","United States","NASDAQ","USD","1.00","USD","-","0.09","0.09"
"LTC","LTC PROPERTIES REIT INC","EQUITY","Real Estate","Equity","6,770,863.36","6,770,863.36","173,434.00","39.04","United States","NYSE","USD","1.00","USD","-","0.09","0.09"
"EGBN","EAGLE BANCORP INC","EQUITY","Financials","Equity","6,717,018.92","6,717,018.92","251,668.00","26.69","United States","NASDAQ","USD","1.00","USD","-","0.09","0.09"
"PRAA","PRA GROUP INC","EQUITY","Financials","Equity","6,689,734.10","6,689,734.10","355,270.00","18.83","United States","NASDAQ","USD","1.00","USD","-","0.09","0.09"
"KOP","KOPPERS HOLDINGS INC","EQUITY","Materials","Equity","6,672,682.80","6,672,682.80","178,605.00","37.36","United States","NYSE","USD","1.00","USD","-","0.09","0.09"
"RWT","REDWOOD TRUST REIT INC","EQUITY","Financials","Equity","6,641,120.42","6,641,120.42","1,133,297.00","5.86","United States","NYSE","USD","1.00","USD","-","0.09","0.09"
"AMN","AMN HEALTHCARE INC","EQUITY","Health Care","Equity","6,639,166.04","6,639,166.04","349,798.00","18.98","United States","NYSE","USD","1.00","USD","-","0.09","0.09"
"CALY","CALLAWAY GOLF COMPANY","EQUITY","Consumer Discretionary","Equity","6,624,993.60","6,624,993.60","458,160.00","14.46","United States","NYSE","USD","1.00","USD","-","0.09","0.09"
"DFIN","DONNELLEY FINANCIAL SOLUTIONS INC","EQUITY","Financials","Equity","6,623,254.11","6,623,254.11","132,917.00","49.83","United States","NYSE","USD","1.00","USD","-","0.09","0.09"
"IPAR","INTERPARFUMS INC","EQUITY","Consumer Staples","Equity","6,480,663.50","6,480,663.50","71,570.00","90.55","United States","NASDAQ","USD","1.00","USD","-","0.09","0.09"
"RCUS","ARCUS BIOSCIENCES INC","EQUITY","Health Care","Equity","6,469,179.75","6,469,179.75","285,615.00","22.65","United States","NYSE","USD","1.00","USD","-","0.09","0.09"
"CNXN","PC CONNECTION INC","EQUITY","Information Technology","Equity","6,453,460.52","6,453,460.52","103,454.00","62.38","United States","NASDAQ","USD","1.00","USD","-","0.09","0.09"
"UA","UNDER ARMOUR INC CLASS C","EQUITY","Consumer Discretionary","Equity","6,389,999.82","6,389,999.82","1,088,586.00","5.87","United States","NYSE","USD","1.00","USD","-","0.09","0.09"
"ASTE","ASTEC INDUSTRIES INC","EQUITY","Industrials","Equity","6,386,053.50","6,386,053.50","108,330.00","58.95","United States","NASDAQ","USD","1.00","USD","-","0.09","0.09"
"FOXF","FOX FACTORY HOLDING CORP","EQUITY","Consumer Discretionary","Equity","6,379,895.12","6,379,895.12","380,662.00","16.76","United States","NASDAQ","USD","1.00","USD","-","0.09","0.09"
"FBRT","FRANKLIN BSP REALTY TRUST INC","EQUITY","Financials","Equity","6,371,782.56","6,371,782.56","742,632.00","8.58","United States","NYSE","USD","1.00","USD","-","0.09","0.09"
"GO","GROCERY OUTLET HOLDING CORP","EQUITY","Consumer Staples","Equity","6,344,765.90","6,344,765.90","893,629.00","7.10","United States","NASDAQ","USD","1.00","USD","-","0.09","0.09"
"INVA","INNOVIVA INC","EQUITY","Health Care","Equity","6,264,189.34","6,264,189.34","265,207.00","23.62","United States","NASDAQ","USD","1.00","USD","-","0.08","0.09"
"MCW","MISTER CAR WASH INC","EQUITY","Consumer Discretionary","Equity","6,255,064.41","6,255,064.41","894,859.00","6.99","United States","NASDAQ","USD","1.00","USD","-","0.08","0.09"
"IIIN","INSTEEL INDUSTRIES INC","EQUITY","Industrials","Equity","6,250,511.02","6,250,511.02","176,618.00","35.39","United States","NYSE","USD","1.00","USD","-","0.08","0.09"
"TILE","INTERFACE INC","EQUITY","Industrials","Equity","6,141,870.00","6,141,870.00","233,976.00","26.25","United States","NASDAQ","USD","1.00","USD","-","0.08","0.08"
"SAFE","SAFEHOLD INC","EQUITY","Real Estate","Equity","6,030,458.42","6,030,458.42","418,201.00","14.42","United States","NYSE","USD","1.00","USD","-","0.08","0.08"
"REYN","REYNOLDS CONSUMER PRODUCTS INC","EQUITY","Consumer Staples","Equity","6,009,366.00","6,009,366.00","273,900.00","21.94","United States","NASDAQ","USD","1.00","USD","-","0.08","0.08"
"SHEN","SHENANDOAH TELECOMMUNICATIONS","EQUITY","Communication","Equity","5,983,074.30","5,983,074.30","414,915.00","14.42","United States","NASDAQ","USD","1.00","USD","-","0.08","0.08"
"BKE","BUCKLE INC","EQUITY","Consumer Discretionary","Equity","5,898,063.36","5,898,063.36","109,711.00","53.76","United States","NYSE","USD","1.00","USD","-","0.08","0.08"
"CBRL","CRACKER BARREL OLD COUNTRY STORE I","EQUITY","Consumer Discretionary","Equity","5,894,362.76","5,894,362.76","203,324.00","28.99","United States","NASDAQ","USD","1.00","USD","-","0.08","0.08"
"AVNS","AVANOS MEDICAL INC","EQUITY","Health Care","Equity","5,883,858.72","5,883,858.72","422,691.00","13.92","United States","NYSE","USD","1.00","USD","-","0.08","0.08"
"IART","INTEGRA LIFESCIENCES HOLDINGS CORP","EQUITY","Health Care","Equity","5,867,969.12","5,867,969.12","609,976.00","9.62","United States","NASDAQ","USD","1.00","USD","-","0.08","0.08"
"CRVL","CORVEL CORP","EQUITY","Health Care","Equity","5,786,380.25","5,786,380.25","107,975.00","53.59","United States","NASDAQ","USD","1.00","USD","-","0.08","0.08"
"GTM","ZOOMINFO TECHNOLOGIES INC","EQUITY","Communication","Equity","5,784,892.56","5,784,892.56","1,027,512.00","5.63","United States","NASDAQ","USD","1.00","USD","-","0.08","0.08"
"MMI","MARCUS & MILLICHAP INC","EQUITY","Real Estate","Equity","5,779,345.65","5,779,345.65","216,861.00","26.65","United States","NYSE","USD","1.00","USD","-","0.08","0.08"
"VIR","VIR BIOTECHNOLOGY INC","EQUITY","Health Care","Equity","5,773,261.20","5,773,261.20","606,435.00","9.52","United States","NASDAQ","USD","1.00","USD","-","0.08","0.08"
"YELP","YELP INC","EQUITY","Communication","Equity","5,672,583.02","5,672,583.02","223,418.00","25.39","United States","NYSE","USD","1.00","USD","-","0.08","0.08"
"USPH","US PHYSICAL THERAPY INC","EQUITY","Health Care","Equity","5,631,411.42","5,631,411.42","73,383.00","76.74","United States","NYSE","USD","1.00","USD","-","0.08","0.08"
"CRK","COMSTOCK RESOURCES INC","EQUITY","Energy","Equity","5,613,619.55","5,613,619.55","302,621.00","18.55","United States","NYSE","USD","1.00","USD","-","0.08","0.08"
"PZZA","PAPA JOHNS INTERNATIONAL INC","EQUITY","Consumer Discretionary","Equity","5,597,231.76","5,597,231.76","158,248.00","35.37","United States","NASDAQ","USD","1.00","USD","-","0.08","0.08"
"MTUS","METALLUS INC","EQUITY","Materials","Equity","5,544,873.00","5,544,873.00","326,169.00","17.00","United States","NYSE","USD","1.00","USD","-","0.08","0.08"
"ATEN","A10 NETWORKS INC","EQUITY","Information Technology","Equity","5,540,841.04","5,540,841.04","221,368.00","25.03","United States","NYSE","USD","1.00","USD","-","0.08","0.08"
"PRA","PROASSURANCE CORP","EQUITY","Financials","Equity","5,503,589.52","5,503,589.52","226,392.00","24.31","United States","NYSE","USD","1.00","USD","-","0.07","0.08"
"AOSL","ALPHA AND OMEGA SEMICONDUCTOR LTD","EQUITY","Information Technology","Equity","5,484,012.82","5,484,012.82","224,939.00","24.38","United States","NASDAQ","USD","1.00","USD","-","0.07","0.07"
"SABR","SABRE CORP","EQUITY","Consumer Discretionary","Equity","5,465,673.76","5,465,673.76","3,595,838.00","1.52","United States","NASDAQ","USD","1.00","USD","-","0.07","0.07"
"RES","RPC INC","EQUITY","Energy","Equity","5,408,949.64","5,408,949.64","809,723.00","6.68","United States","NYSE","USD","1.00","USD","-","0.07","0.07"
"AMWD","AMERICAN WOODMARK CORP","EQUITY","Industrials","Equity","5,393,198.10","5,393,198.10","132,674.00","40.65","United States","NASDAQ","USD","1.00","USD","-","0.07","0.07"
"OXM","OXFORD INDUSTRIES INC","EQUITY","Consumer Discretionary","Equity","5,274,588.48","5,274,588.48","127,344.00","41.42","United States","NYSE","USD","1.00","USD","-","0.07","0.07"
"TNDM","TANDEM DIABETES CARE INC","EQUITY","Health Care","Equity","5,256,911.25","5,256,911.25","271,675.00","19.35","United States","NASDAQ","USD","1.00","USD","-","0.07","0.07"
"INVX","INNOVEX INTERNATIONAL INC","EQUITY","Energy","Equity","5,253,549.51","5,253,549.51","203,863.00","25.77","United States","NYSE","USD","1.00","USD","-","0.07","0.07"
"ADUS","ADDUS HOMECARE CORP","EQUITY","Health Care","Equity","5,211,442.60","5,211,442.60","56,462.00","92.30","United States","NASDAQ","USD","1.00","USD","-","0.07","0.07"
"NAVI","NAVIENT CORP","EQUITY","Financials","Equity","5,199,609.86","5,199,609.86","603,203.00","8.62","United States","NASDAQ","USD","1.00","USD","-","0.07","0.07"
"WINA","WINMARK CORP","EQUITY","Consumer Discretionary","Equity","5,090,012.93","5,090,012.93","11,569.00","439.97","United States","NASDAQ","USD","1.00","USD","-","0.07","0.07"
"CHCO","CITY HOLDING","EQUITY","Financials","Equity","5,056,346.68","5,056,346.68","40,117.00","126.04","United States","NASDAQ","USD","1.00","USD","-","0.07","0.07"
"DV","DOUBLEVERIFY HOLDINGS INC","EQUITY","Communication","Equity","5,037,371.96","5,037,371.96","499,244.00","10.09","United States","NYSE","USD","1.00","USD","-","0.07","0.07"
"ACT","ENACT HOLDINGS INC","EQUITY","Financials","Equity","5,004,767.76","5,004,767.76","118,344.00","42.29","United States","NASDAQ","USD","1.00","USD","-","0.07","0.07"
"SAFT","SAFETY INSURANCE GROUP INC","EQUITY","Financials","Equity","4,962,418.86","4,962,418.86","66,458.00","74.67","United States","NASDAQ","USD","1.00","USD","-","0.07","0.07"
"GDEN","GOLDEN ENTERTAINMENT INC","EQUITY","Consumer Discretionary","Equity","4,939,829.55","4,939,829.55","178,785.00","27.63","United States","NASDAQ","USD","1.00","USD","-","0.07","0.07"
"EXPI","EXP WORLD HOLDINGS INC","EQUITY","Real Estate","Equity","4,938,443.52","4,938,443.52","824,448.00","5.99","United States","NASDAQ","USD","1.00","USD","-","0.07","0.07"
"PENG","PENGUIN SOLUTIONS INC","EQUITY","Information Technology","Equity","4,913,736.80","4,913,736.80","222,140.00","22.12","United States","NASDAQ","USD","1.00","USD","-","0.07","0.07"
"CSR","CENTERSPACE","EQUITY","Real Estate","Equity","4,826,559.96","4,826,559.96","79,098.00","61.02","United States","NYSE","USD","1.00","USD","-","0.07","0.07"
"HZO","MARINEMAX INC","EQUITY","Consumer Discretionary","Equity","4,790,060.00","4,790,060.00","174,184.00","27.50","United States","NYSE","USD","1.00","USD","-","0.06","0.07"
"EMBC","EMBECTA CORP","EQUITY","Health Care","Equity","4,725,900.48","4,725,900.48","532,196.00","8.88","United States","NASDAQ","USD","1.00","USD","-","0.06","0.06"
"NSSC","NAPCO SECURITY TECHNOLOGIES INC","EQUITY","Information Technology","Equity","4,702,702.62","4,702,702.62","110,418.00","42.59","United States","NASDAQ","USD","1.00","USD","-","0.06","0.06"
"CVI","CVR ENERGY INC","EQUITY","Energy","Equity","4,667,226.88","4,667,226.88","142,816.00","32.68","United States","NYSE","USD","1.00","USD","-","0.06","0.06"
"HTLD","HEARTLAND EXPRESS INC","EQUITY","Industrials","Equity","4,660,275.20","4,660,275.20","416,096.00","11.20","United States","NASDAQ","USD","1.00","USD","-","0.06","0.06"
"ETD","ETHAN ALLEN INTERIORS INC","EQUITY","Consumer Discretionary","Equity","4,611,814.38","4,611,814.38","210,874.00","21.87","United States","NYSE","USD","1.00","USD","-","0.06","0.06"
"MNRO","MONRO INC","EQUITY","Consumer Discretionary","Equity","4,555,244.20","4,555,244.20","273,260.00","16.67","United States","NASDAQ","USD","1.00","USD","-","0.06","0.06"
"STAA","STAAR SURGICAL","EQUITY","Health Care","Equity","4,540,230.72","4,540,230.72","217,444.00","20.88","United States","NASDAQ","USD","1.00","USD","-","0.06","0.06"
"THRM","GENTHERM INC","EQUITY","Consumer Discretionary","Equity","4,513,352.16","4,513,352.16","155,472.00","29.03","United States","NASDAQ","USD","1.00","USD","-","0.06","0.06"
"TRST","TRUSTCO BANK CORP","EQUITY","Financials","Equity","4,317,759.60","4,317,759.60","93,458.00","46.20","United States","NASDAQ","USD","1.00","USD","-","0.06","0.06"
"PAYO","PAYONEER GLOBAL INC","EQUITY","Financials","Equity","4,133,036.25","4,133,036.25","888,825.00","4.65","United States","NASDAQ","USD","1.00","USD","-","0.06","0.06"
"PRKS","UNITED PARKS AND RESORTS INC","EQUITY","Consumer Discretionary","Equity","4,114,058.56","4,114,058.56","116,744.00","35.24","United States","NYSE","USD","1.00","USD","-","0.06","0.06"
"NEO","NEOGENOMICS INC","EQUITY","Health Care","Equity","4,068,012.24","4,068,012.24","494,892.00","8.22","United States","NASDAQ","USD","1.00","USD","-","0.06","0.06"
"MSEX","MIDDLESEX WATER","EQUITY","Utilities","Equity","4,051,916.25","4,051,916.25","75,525.00","53.65","United States","NASDAQ","USD","1.00","USD","-","0.05","0.06"
"BJRI","BJS RESTAURANTS INC","EQUITY","Consumer Discretionary","Equity","4,047,818.72","4,047,818.72","105,853.00","38.24","United States","NASDAQ","USD","1.00","USD","-","0.05","0.06"
"UFCS","UNITED FIRE GROUP INC","EQUITY","Financials","Equity","3,968,842.68","3,968,842.68","101,922.00","38.94","United States","NASDAQ","USD","1.00","USD","-","0.05","0.05"
"CCOI","COGENT COMMUNICATIONS HOLDINGS INC","EQUITY","Communication","Equity","3,920,986.76","3,920,986.76","198,833.00","19.72","United States","NASDAQ","USD","1.00","USD","-","0.05","0.05"
"CABO","CABLE ONE INC","EQUITY","Communication","Equity","3,826,220.08","3,826,220.08","42,088.00","90.91","United States","NYSE","USD","1.00","USD","-","0.05","0.05"
"SSTK","SHUTTERSTOCK INC","EQUITY","Communication","Equity","3,765,663.84","3,765,663.84","219,957.00","17.12","United States","NYSE","USD","1.00","USD","-","0.05","0.05"
"FWRD","FORWARD AIR CORP","EQUITY","Industrials","Equity","3,717,701.60","3,717,701.60","202,049.00","18.40","United States","NASDAQ","USD","1.00","USD","-","0.05","0.05"
"DFH","DREAM FINDERS HOMES INC CLASS A","EQUITY","Consumer Discretionary","Equity","3,709,176.04","3,709,176.04","261,578.00","14.18","United States","NYSE","USD","1.00","USD","-","0.05","0.05"
"FIZZ","NATIONAL BEVERAGE CORP","EQUITY","Consumer Staples","Equity","3,691,107.81","3,691,107.81","106,587.00","34.63","United States","NASDAQ","USD","1.00","USD","-","0.05","0.05"
"REX","REX AMERICAN RESOURCES CORP","EQUITY","Energy","Equity","3,561,420.34","3,561,420.34","79,978.00","44.53","United States","NYSE","USD","1.00","USD","-","0.05","0.05"
"PRGS","PROGRESS SOFTWARE CORP","EQUITY","Information Technology","Equity","3,528,516.25","3,528,516.25","122,731.00","28.75","United States","NASDAQ","USD","1.00","USD","-","0.05","0.05"
"BLFS","BIOLIFE SOLUTIONS INC","EQUITY","Health Care","Equity","3,500,239.77","3,500,239.77","177,587.00","19.71","United States","NASDAQ","USD","1.00","USD","-","0.05","0.05"
"WSR","WHITESTONE REIT","EQUITY","Real Estate","Equity","3,463,145.84","3,463,145.84","204,436.00","16.94","United States","NYSE","USD","1.00","USD","-","0.05","0.05"
"GDYN","GRID DYNAMICS HOLDINGS INC CLASS A","EQUITY","Information Technology","Equity","3,361,380.84","3,361,380.84","602,398.00","5.58","United States","NASDAQ","USD","1.00","USD","-","0.05","0.05"
"AZTA","AZENTA INC","EQUITY","Health Care","Equity","3,330,282.00","3,330,282.00","149,340.00","22.30","United States","NASDAQ","USD","1.00","USD","-","0.05","0.05"
"GSHD","GOOSEHEAD INSURANCE INC CLASS A","EQUITY","Financials","Equity","3,312,738.00","3,312,738.00","72,600.00","45.63","United States","NASDAQ","USD","1.00","USD","-","0.04","0.05"
